Threads,Time
8,53.67178702354431
8,51.18091678619385
8,51.421624422073364
8,50.41963195800781
8,50.68398904800415
8,51.433451414108276
8,52.293620347976685
8,52.11174392700195
8,52.068299531936646
8,52.026122093200684
8,51.8595449924469
8,51.89083433151245
8,52.34369945526123
8,52.20974063873291
8,51.79117250442505
8,52.893752336502075
8,51.673218965530396
8,53.297425270080566
8,52.44683504104614
8,52.79388380050659
8,51.81100535392761
8,52.68667411804199
8,51.72041988372803
8,51.16746711730957
8,50.985238552093506
8,49.6608350276947
8,51.15510010719299
8,50.63076090812683
8,49.92288327217102
8,50.927804946899414
16,55.55669927597046
16,54.23157095909119
16,54.416043281555176
16,56.84860062599182
16,56.53858542442322
16,56.680909872055054
16,56.275076150894165
16,54.808361530303955
16,54.713258266448975
16,53.801586389541626
16,55.0815486907959
16,54.72044587135315
16,56.28266739845276
16,55.81509280204773
16,56.92448830604553
16,56.939547061920166
16,56.889525175094604
16,54.96723771095276
16,56.58172845840454
16,54.75627112388611
16,56.3233163356781
16,56.35983490943909
16,57.41017556190491
16,56.611000776290894
16,55.06724190711975
16,56.1811797618866
16,56.00531983375549
16,54.395331621170044
16,56.016451835632324
16,56.78248476982117
32,36.28890609741211
32,34.85592699050903
32,35.31470274925232
32,35.438239336013794
32,34.386399269104004
32,36.0274555683136
32,35.662245988845825
32,35.50089716911316
32,34.83804798126221
32,35.746583223342896
32,35.55984401702881
32,35.7386372089386
32,35.878270387649536
32,35.801382064819336
32,36.11982727050781
32,35.282421827316284
32,34.70163679122925
32,35.71834921836853
32,35.92453956604004
32,35.24757623672485
32,35.12481617927551
32,34.37924814224243
32,34.3453323841095
32,35.00341820716858
32,35.07187581062317
32,35.50912809371948
32,35.193954944610596
32,35.31995439529419
32,34.195019245147705
32,34.29584741592407
64,49.145586252212524
64,48.065038204193115
64,48.142839431762695
64,49.63547444343567
64,49.48779296875
64,48.44056010246277
64,49.46371865272522
64,47.930025577545166
64,50.524165868759155
64,49.76119947433472
64,48.43696999549866
64,48.06385326385498
64,47.867767333984375
64,48.66171336174011
64,49.90887212753296
64,48.74855303764343
64,49.3771026134491
64,49.578696966171265
64,49.99493384361267
64,49.189106702804565
64,49.67536997795105
64,49.83231019973755
64,48.742318868637085
64,48.10043454170227
64,48.154855728149414
64,48.33422899246216
64,48.16059446334839
64,48.40714383125305
64,48.26508665084839
64,47.90359401702881
