Threads,Time
8,207.1025631427765
8,206.87907576560974
8,207.14797115325928
8,207.22885036468506
8,207.89793252944946
8,208.483318567276
8,207.85104131698608
8,207.69788575172424
8,205.35179805755615
8,206.76729917526245
8,207.91278338432312
8,207.00069308280945
8,207.06670689582825
8,207.16627097129822
8,204.81618523597717
8,206.98407864570618
8,207.15017366409302
8,206.65030074119568
8,207.21116399765015
8,206.87615275382996
8,206.08435440063477
8,205.9203553199768
8,205.90830159187317
8,206.62762069702148
8,207.66735768318176
8,206.68379497528076
8,207.49263501167297
8,208.29838752746582
8,206.12647891044617
8,207.0696291923523
16,106.20197105407715
16,105.23208165168762
16,105.37338256835938
16,105.42822861671448
16,104.36819672584534
16,105.49074006080627
16,106.28840804100037
16,105.6703896522522
16,105.703528881073
16,105.77066564559937
16,105.67039752006531
16,104.56366038322449
16,105.24687933921814
16,105.68446588516235
16,105.44917893409729
16,104.69763708114624
16,105.85079312324524
16,105.65268802642822
16,105.38707494735718
16,105.84440064430237
16,104.95713543891907
16,105.87375354766846
16,104.90622234344482
16,105.49156594276428
16,105.36444616317749
16,105.44112849235535
16,105.00044751167297
16,105.46210789680481
16,105.2607033252716
16,104.96571946144104
32,54.45310091972351
32,52.852158069610596
32,52.87830662727356
32,53.144975423812866
32,53.25701403617859
32,52.89862537384033
32,53.00318455696106
32,53.6290979385376
32,53.54263520240784
32,53.620922565460205
32,53.58079481124878
32,53.62314414978027
32,53.59553599357605
32,53.701340436935425
32,53.415271520614624
32,53.413856506347656
32,53.265624046325684
32,53.19901180267334
32,53.1171772480011
32,52.99896216392517
32,53.36416053771973
32,53.003228425979614
32,53.26928758621216
32,53.22391986846924
32,53.098846673965454
32,53.102863788604736
32,53.0506591796875
32,53.49372458457947
32,53.818418741226196
32,53.15362071990967
64,30.306175231933594
64,29.155064344406128
64,30.84918999671936
64,29.039326906204224
64,28.965895414352417
64,28.50982141494751
64,30.48185920715332
64,28.775781393051147
64,29.244649171829224
64,30.061225652694702
64,29.368406295776367
64,29.07157588005066
64,29.017725467681885
64,30.69651436805725
64,28.503936290740967
64,28.97313666343689
64,30.39829969406128
64,30.046124935150146
64,29.878926038742065
64,29.411913633346558
64,30.4912531375885
64,31.11402201652527
64,29.764707565307617
64,28.969183444976807
64,30.432491779327393
64,29.390299797058105
64,29.474273681640625
64,29.520145177841187
64,29.502811908721924
64,28.57770538330078
